route_date_key,date,year,month,quarter,day_of_week,region,bu,area,route_id,primary_waste_stream,primary_customer_segment,num_drivers,num_trucks,total_stops,completed_stops,missed_stops,total_distance_km,total_fuel_used_litres,total_labour_hours,total_yards,total_tonnes,avg_revenue_per_stop,total_revenue,disposal_cost,fuel_cost,labour_cost,maintenance_cost,admin_cost,total_cost,net_revenue,gross_profit,gross_margin_pct,scheduled_hours,actual_hours,delay_minutes,on_time_flag,incident_flag,incident_type
RDK-0009242,2024-08-14,2024,8,Q3,Wednesday,BC,BC BU,Surrey,RTE-0041,General Waste,Restaurant & Food Service,1,1,155,154,1,223.5,134.5,17.33,323.2,59.51,68.73,10584.5,4432.14,249.4,785.34,41.57,496.87,6005.32,6152.36,4579.18,43.26,17.91,18.18,16,1,0,None
RDK-0009243,2023-08-24,2023,8,Q3,Thursday,Quebec,Quebec BU,Longueuil,RTE-0032,General Waste,Hospitality,1,1,191,186,5,234.7,102.7,21.81,382.8,65.16,55.56,10334.78,3673.66,185.16,977.37,88.59,622.71,5547.49,6661.12,4787.29,46.32,23.55,24.22,40,0,0,None
RDK-0009244,2024-09-14,2024,9,Q3,Saturday,BC,BC BU,Vancouver,RTE-0017,Recycling,Restaurant & Food Service,1,1,124,124,0,146.2,76.7,15.63,250.4,24.34,73.34,9093.99,866.51,130.15,776.85,39.59,454.4,2267.5,8227.48,6826.49,75.07,16.65,17.28,38,0,0,None
RDK-0009245,2024-11-25,2024,11,Q4,Monday,Alberta,Edmonton BU,Sherwood Park,RTE-0090,General Waste,Restaurant & Food Service,1,1,100,100,0,128.2,85.9,10.3,191.1,35.77,58.33,5832.95,2998.37,151.01,459.99,54.73,206.7,3870.8,2834.58,1962.15,33.64,10.3,10.38,5,1,0,None
RDK-0009246,2022-01-06,2022,1,Q1,Thursday,Quebec,Quebec BU,Montreal,RTE-0099,Recycling,Restaurant & Food Service,1,1,108,108,0,177.8,89.5,12.82,173.5,16.86,43.91,4742.61,436.66,117.83,542.9,81.83,218.34,1397.56,4305.95,3345.05,70.53,12.96,13.16,12,1,0,None
RDK-0009247,2023-04-14,2023,4,Q2,Friday,BC,BC BU,Burnaby,RTE-0044,General Waste,Industrial,2,2,168,168,0,264.3,158.0,20.39,316.6,53.56,83.65,14053.51,3694.57,267.49,895.62,60.36,329.63,5247.67,10358.94,8805.84,62.66,20.24,20.24,0,1,0,None
RDK-0009248,2022-12-24,2022,12,Q4,Saturday,Alberta,Calgary BU,Calgary SE,RTE-0088,General Waste,Hospitality,1,1,175,175,0,269.8,135.2,21.04,303.7,52.48,46.43,8125.26,4171.67,243.34,963.1,54.24,213.51,5645.86,3953.59,2479.4,30.51,20.43,21.2,46,0,0,None
RDK-0009249,2023-02-09,2023,2,Q1,Thursday,Alberta,Calgary BU,Calgary SE,RTE-0116,General Waste,Industrial,1,1,161,160,1,270.1,141.5,20.29,273.4,49.97,60.04,9605.96,4168.87,236.14,904.52,83.21,506.53,5899.27,5437.09,3706.69,38.59,19.17,19.95,47,0,0,None
RDK-0009250,2023-10-25,2023,10,Q4,Wednesday,Quebec,Quebec BU,Laval,RTE-0081,General Waste,Office & Commercial,1,1,166,166,0,205.0,101.1,25.78,315.5,57.64,43.21,7172.46,5276.52,172.7,1285.85,56.37,224.85,7016.29,1895.94,156.17,2.18,27.01,27.04,2,1,0,None
RDK-0009251,2024-12-20,2024,12,Q4,Friday,Ontario,GTA BU,Brampton,RTE-0100,Organics,Restaurant & Food Service,1,1,132,132,0,321.1,148.6,23.62,245.2,61.39,73.46,9696.46,3335.05,282.57,1050.57,120.82,348.39,5137.4,6361.41,4559.06,47.02,26.8,27.1,18,1,0,None
RDK-0009252,2023-07-24,2023,7,Q3,Monday,Alberta,Edmonton BU,Edmonton North,RTE-0110,Organics,Healthcare,1,1,127,127,0,223.2,118.1,13.9,259.4,65.41,77.62,9857.67,3552.56,208.13,565.1,65.34,412.05,4803.18,6305.11,5054.49,51.27,14.17,14.2,2,1,0,None
RDK-0009253,2023-06-06,2023,6,Q2,Tuesday,Ontario,Central Ontario BU,Sudbury,RTE-0022,Cardboard,Retail,1,1,150,147,3,204.2,110.4,18.7,302.3,19.23,73.53,10808.64,535.17,180.68,888.24,59.82,340.75,2004.66,10273.47,8803.98,81.45,18.65,19.37,43,0,0,None
RDK-0009254,2023-10-06,2023,10,Q4,Friday,Alberta,Calgary BU,Airdrie,RTE-0069,General Waste,Retail,2,2,163,163,0,212.9,97.8,22.91,299.0,58.34,41.07,6695.05,3469.43,194.21,962.85,82.16,355.52,5064.17,3225.62,1630.88,24.36,22.95,23.22,16,1,0,None
RDK-0009255,2022-07-02,2022,7,Q3,Saturday,Ontario,GTA BU,Markham,RTE-0049,Cardboard,Healthcare,1,1,159,156,3,217.0,93.5,17.93,306.1,17.21,100.32,15650.39,235.73,167.43,606.61,64.6,436.61,1510.98,15414.66,14139.41,90.35,17.58,17.81,14,1,0,None
RDK-0009256,2024-08-24,2024,8,Q3,Saturday,Atlantic,Atlantic BU,Fredericton,RTE-0002,General Waste,Retail,2,2,155,154,1,275.2,153.7,18.85,321.9,56.69,71.35,10987.78,4361.31,311.9,789.07,85.56,528.13,6075.97,6626.47,4911.81,44.7,18.37,19.1,44,0,1,Near-Miss
RDK-0009257,2024-08-12,2024,8,Q3,Monday,Quebec,Quebec BU,Longueuil,RTE-0060,General Waste,Retail,2,2,114,109,5,165.3,113.1,14.38,226.3,39.95,82.86,9032.24,2955.86,193.23,598.39,67.68,239.69,4054.85,6076.38,4977.39,55.11,15.33,15.33,0,1,0,None
RDK-0009258,2022-08-20,2022,8,Q3,Saturday,BC,BC BU,Vancouver,RTE-0080,Recycling,Industrial,1,1,118,117,1,260.5,118.5,14.54,225.6,23.86,67.28,7872.13,699.28,180.05,665.61,115.02,314.67,1974.63,7172.85,5897.5,74.92,16.25,16.72,28,0,0,None
RDK-0009259,2022-09-19,2022,9,Q3,Monday,Atlantic,Atlantic BU,Moncton,RTE-0089,Organics,Retail,1,1,150,146,4,264.5,167.2,20.5,267.0,68.13,41.82,6105.07,4559.03,291.14,891.14,104.75,315.36,6161.42,1546.04,-56.35,-0.92,21.27,21.49,13,1,0,None
RDK-0009260,2023-09-27,2023,9,Q3,Wednesday,BC,BC BU,Vancouver,RTE-0109,Recycling,Office & Commercial,1,1,156,152,4,272.1,145.4,24.06,305.1,28.54,50.59,7690.34,1126.05,249.42,953.91,82.05,321.15,2732.58,6564.29,4957.76,64.47,26.68,27.41,44,0,0,None
RDK-0009261,2024-12-09,2024,12,Q4,Monday,Ontario,GTA BU,Markham,RTE-0031,General Waste,Industrial,2,2,129,119,10,157.6,88.1,15.81,213.4,37.39,83.98,9993.54,2729.48,153.27,693.16,40.13,486.1,4102.14,7264.06,5891.4,58.95,16.13,16.13,0,1,0,None
RDK-0009262,2024-10-19,2024,10,Q4,Saturday,Atlantic,Atlantic BU,Moncton,RTE-0016,Recycling,Restaurant & Food Service,1,1,149,143,6,174.3,71.3,15.13,282.4,25.54,87.48,12509.94,519.42,112.24,608.08,48.17,272.15,1560.06,11990.52,10949.88,87.53,14.49,15.06,34,0,0,None
RDK-0009263,2023-10-17,2023,10,Q4,Tuesday,BC,BC BU,Abbotsford,RTE-0095,General Waste,Retail,1,1,154,151,3,319.0,180.9,21.41,289.5,48.64,68.14,10289.16,3958.11,318.49,1056.66,111.32,241.32,5685.9,6331.05,4603.26,44.74,22.8,22.92,7,1,0,None
RDK-0009264,2023-05-20,2023,5,Q2,Saturday,Atlantic,Atlantic BU,Fredericton,RTE-0020,General Waste,Retail,2,2,131,131,0,170.4,90.2,14.57,247.8,45.62,41.54,5441.41,4379.32,155.3,727.32,56.34,113.15,5431.43,1062.09,9.98,0.18,14.36,14.91,33,0,0,None
RDK-0009265,2024-12-27,2024,12,Q4,Friday,Quebec,Quebec BU,Montreal,RTE-0053,General Waste,Retail,1,1,142,138,4,305.3,219.7,17.68,260.8,45.96,43.15,5954.7,3874.96,391.91,666.89,91.74,270.64,5296.14,2079.74,658.56,11.06,19.28,19.56,17,1,0,None
RDK-0009266,2023-10-11,2023,10,Q4,Wednesday,Atlantic,Atlantic BU,Halifax,RTE-0097,General Waste,Restaurant & Food Service,1,1,140,139,1,280.1,142.9,17.6,257.3,43.72,55.4,7700.83,3340.27,232.22,824.91,65.79,308.97,4772.16,4360.56,2928.67,38.03,18.39,19.16,46,0,0,None
RDK-0009267,2023-11-13,2023,11,Q4,Monday,Atlantic,Atlantic BU,Halifax,RTE-0024,General Waste,Restaurant & Food Service,1,1,135,134,1,240.7,132.4,14.51,244.5,47.84,66.73,8941.38,3764.39,190.38,640.12,62.77,566.37,5224.03,5176.99,3717.35,41.57,13.35,13.68,20,0,0,None
RDK-0009268,2023-06-22,2023,6,Q2,Thursday,Prairies,Prairies BU,Winnipeg,RTE-0013,General Waste,Industrial,1,1,184,184,0,299.3,156.2,22.82,362.3,57.41,87.7,16136.31,4544.79,290.32,746.6,58.58,880.0,6520.29,11591.52,9616.02,59.59,23.9,24.3,24,0,0,None
RDK-0009269,2022-06-20,2022,6,Q2,Monday,BC,BC BU,Vancouver,RTE-0017,Recycling,Restaurant & Food Service,1,1,133,128,5,235.7,129.4,17.41,244.8,24.64,66.43,8502.81,926.77,244.77,791.25,45.0,406.13,2413.92,7576.04,6088.89,71.61,16.27,16.47,12,1,0,None
RDK-0009270,2024-11-11,2024,11,Q4,Monday,Ontario,Central Ontario BU,Barrie,RTE-0092,Recycling,Restaurant & Food Service,2,2,121,119,2,215.9,117.6,16.03,230.8,23.01,55.72,6630.98,797.34,145.14,823.2,60.56,276.56,2102.8,5833.64,4528.18,68.29,15.47,15.47,0,1,0,None
RDK-0009271,2024-05-27,2024,5,Q2,Monday,Atlantic,Atlantic BU,Fredericton,RTE-0010,General Waste,Restaurant & Food Service,1,1,149,146,3,141.2,77.7,14.98,303.7,54.81,66.7,9737.48,3008.59,128.48,706.81,35.87,523.83,4403.58,6728.89,5333.9,54.78,15.42,15.42,0,1,0,None
RDK-0009272,2022-11-02,2022,11,Q4,Wednesday,Alberta,Edmonton BU,Edmonton North,RTE-0087,Cardboard,Office & Commercial,1,1,166,166,0,244.3,157.6,19.12,288.0,17.02,50.65,8408.01,475.0,272.21,776.32,45.06,374.81,1943.4,7933.01,6464.61,76.89,18.58,18.73,9,1,0,None
RDK-0009273,2023-06-08,2023,6,Q2,Thursday,Quebec,Quebec BU,Montreal,RTE-0043,Recycling,Retail,1,1,154,149,5,233.0,126.6,16.5,295.5,31.69,57.77,8607.56,1189.96,196.21,919.4,57.85,257.31,2620.73,7417.6,5986.83,69.55,16.65,17.4,45,0,0,None
RDK-0009274,2023-06-19,2023,6,Q2,Monday,Ontario,Central Ontario BU,Sudbury,RTE-0101,Organics,Industrial,1,1,140,140,0,231.8,110.4,21.29,290.8,67.64,94.85,13278.52,3283.22,179.96,870.12,60.49,582.57,4976.36,9995.3,8302.16,62.52,22.12,22.14,1,1,0,None
RDK-0009275,2022-08-06,2022,8,Q3,Saturday,Atlantic,Atlantic BU,Fredericton,RTE-0010,General Waste,Restaurant & Food Service,1,1,119,119,0,258.9,149.9,15.16,229.2,42.83,47.43,5643.84,2447.64,262.61,603.77,153.56,259.17,3726.75,3196.2,1917.09,33.97,15.95,16.0,3,1,0,None
RDK-0009276,2024-06-05,2024,6,Q2,Wednesday,Prairies,Prairies BU,Regina,RTE-0076,Organics,Industrial,1,1,141,141,0,198.5,119.2,19.98,296.9,73.55,81.17,11444.31,3460.86,169.75,848.63,76.83,352.48,4908.55,7983.45,6535.76,57.11,20.05,20.4,21,0,0,None
RDK-0009277,2024-04-05,2024,4,Q2,Friday,Prairies,Prairies BU,Regina,RTE-0074,General Waste,Industrial,1,1,159,156,3,285.7,156.3,18.81,310.7,51.56,79.37,12381.06,4388.26,325.13,701.24,116.44,334.45,5865.52,7992.8,6515.54,52.63,18.52,18.52,0,1,0,None
RDK-0009278,2024-07-22,2024,7,Q3,Monday,Atlantic,Atlantic BU,Moncton,RTE-0068,General Waste,Industrial,1,1,186,186,0,260.3,126.1,22.02,384.8,75.48,58.64,10906.15,6928.32,202.14,1098.0,135.14,482.96,8846.56,3977.83,2059.59,18.88,23.6,24.13,32,0,0,None
RDK-0009279,2023-12-11,2023,12,Q4,Monday,Atlantic,Atlantic BU,Halifax,RTE-0040,General Waste,Retail,1,1,132,132,0,197.0,92.2,13.6,237.6,38.44,38.41,5070.08,3462.36,158.98,489.44,67.57,276.19,4454.54,1607.72,615.54,12.14,13.72,14.05,20,0,0,None
RDK-0009280,2022-09-07,2022,9,Q3,Wednesday,Atlantic,Atlantic BU,Moncton,RTE-0016,Recycling,Restaurant & Food Service,1,1,144,142,2,231.6,120.4,20.0,254.1,27.96,92.73,13167.91,710.7,209.6,760.81,55.32,291.0,2027.43,12457.21,11140.48,84.6,21.38,21.61,14,1,0,None
RDK-0009281,2022-04-26,2022,4,Q2,Tuesday,Prairies,Prairies BU,Regina,RTE-0042,Cardboard,Retail,2,2,166,166,0,265.2,164.1,22.63,294.1,17.36,56.48,9375.56,420.46,317.19,860.05,81.79,393.64,2073.13,8955.1,7302.43,77.89,24.55,24.77,13,1,0,None
RDK-0009282,2023-03-02,2023,3,Q1,Thursday,Atlantic,Atlantic BU,Moncton,RTE-0056,General Waste,Healthcare,1,1,122,122,0,249.1,150.1,18.19,218.3,36.47,46.73,5700.96,2374.11,257.04,668.32,70.84,270.33,3640.64,3326.85,2060.32,36.14,18.72,19.25,32,0,0,None
RDK-0009283,2024-01-31,2024,1,Q1,Wednesday,Ontario,GTA BU,Markham,RTE-0018,General Waste,Retail,2,2,115,110,5,274.5,124.0,16.13,201.0,37.44,50.52,5556.77,3521.87,186.22,707.17,92.78,260.25,4768.29,2034.9,788.48,14.19,16.86,17.04,11,1,0,None
RDK-0009284,2023-08-04,2023,8,Q3,Friday,Quebec,Quebec BU,Quebec City,RTE-0104,General Waste,Retail,1,1,121,121,0,255.1,164.3,16.42,246.2,49.89,58.6,7090.76,3551.65,305.0,594.86,67.31,299.12,4817.94,3539.11,2272.82,32.05,16.62,17.3,41,0,0,None
RDK-0009285,2024-12-24,2024,12,Q4,Tuesday,Atlantic,Atlantic BU,Moncton,RTE-0068,General Waste,Industrial,2,2,165,164,1,382.1,245.7,23.47,304.3,53.62,35.42,5808.79,3317.8,449.91,981.61,107.43,205.88,5062.63,2490.99,746.16,12.85,24.66,25.44,47,0,0,None
RDK-0009286,2022-03-26,2022,3,Q1,Saturday,Quebec,Quebec BU,Montreal,RTE-0037,Recycling,Retail,2,2,144,137,7,192.5,111.1,18.69,240.7,25.82,64.07,8778.26,674.73,171.48,839.7,93.46,313.28,2092.65,8103.53,6685.61,76.16,19.41,19.81,24,0,0,None
RDK-0009287,2023-03-04,2023,3,Q1,Saturday,Atlantic,Atlantic BU,Fredericton,RTE-0002,General Waste,Retail,1,1,166,166,0,287.4,188.7,21.93,310.7,58.2,65.04,10795.95,4282.66,295.46,742.58,103.14,355.92,5779.76,6513.29,5016.19,46.46,22.2,22.2,0,1,0,None
RDK-0009288,2022-01-31,2022,1,Q1,Monday,BC,BC BU,Burnaby,RTE-0044,General Waste,Industrial,1,1,168,167,1,283.4,152.6,18.98,273.9,46.38,59.94,10009.23,3537.8,274.84,928.46,85.94,161.85,4988.89,6471.43,5020.34,50.16,21.26,21.59,20,0,0,None
RDK-0009289,2024-11-26,2024,11,Q4,Tuesday,Prairies,Prairies BU,Regina,RTE-0011,Organics,Healthcare,1,1,159,159,0,206.4,92.4,23.43,304.8,72.3,62.94,10007.47,5116.21,154.12,1053.57,68.12,361.45,6753.47,4891.26,3254.0,32.52,24.54,24.59,3,1,0,None
RDK-0009290,2023-04-11,2023,4,Q2,Tuesday,Alberta,Edmonton BU,St. Albert,RTE-0114,General Waste,Retail,2,2,164,164,0,319.1,247.5,23.17,305.4,58.1,41.11,6741.93,4529.88,331.8,1093.37,90.85,280.78,6326.68,2212.05,415.25,6.16,26.19,26.32,8,1,0,None
RDK-0009291,2024-11-22,2024,11,Q4,Friday,Prairies,Prairies BU,Regina,RTE-0019,Recycling,Retail,1,1,189,186,3,416.3,250.3,24.24,354.3,32.77,52.32,9730.92,404.26,462.64,905.43,164.02,468.33,2404.68,9326.66,7326.24,75.29,25.6,25.67,4,1,0,None
RDK-0009292,2022-09-23,2022,9,Q3,Friday,Ontario,GTA BU,Toronto East,RTE-0066,Organics,Office & Commercial,1,1,149,148,1,303.2,171.7,20.6,271.8,68.51,44.91,6647.26,3895.66,264.86,976.13,115.22,257.86,5509.73,2751.6,1137.53,17.11,20.06,20.06,0,1,0,None
RDK-0009293,2023-05-11,2023,5,Q2,Thursday,Quebec,Quebec BU,Longueuil,RTE-0115,General Waste,Industrial,1,1,193,193,0,358.0,218.6,20.82,380.6,67.62,60.75,11724.36,6557.39,303.77,1074.87,115.1,618.55,8669.68,5166.97,3054.68,26.05,21.1,21.28,11,1,0,None
RDK-0009294,2023-02-13,2023,2,Q1,Monday,Alberta,Edmonton BU,Edmonton North,RTE-0110,Organics,Healthcare,1,1,103,97,6,163.6,90.8,11.07,175.5,40.23,62.96,6106.86,2367.51,171.14,585.26,78.04,213.89,3415.84,3739.35,2691.02,44.07,11.57,11.57,0,1,0,None
RDK-0009295,2023-07-03,2023,7,Q3,Monday,Atlantic,Atlantic BU,Halifax,RTE-0097,General Waste,Restaurant & Food Service,2,2,133,124,9,207.0,112.1,16.47,246.5,44.79,59.36,7360.29,3983.99,192.33,648.34,68.19,333.48,5226.33,3376.3,2133.96,28.99,17.07,17.14,4,1,0,None
RDK-0009296,2022-05-21,2022,5,Q2,Saturday,Alberta,Edmonton BU,Edmonton North,RTE-0119,Cardboard,Office & Commercial,2,2,104,103,1,248.2,126.4,15.43,196.1,12.12,55.12,5677.01,284.42,223.64,628.4,78.57,250.11,1465.14,5392.59,4211.87,74.19,15.83,16.01,11,1,0,None
RDK-0009297,2022-07-13,2022,7,Q3,Wednesday,Alberta,Calgary BU,Airdrie,RTE-0069,General Waste,Retail,2,2,182,181,1,390.0,230.0,23.34,345.1,64.67,39.79,7202.06,5487.97,313.71,1149.18,182.82,305.17,7438.85,1714.09,-236.79,-3.29,24.05,24.55,30,0,0,None
RDK-0009298,2023-10-24,2023,10,Q4,Tuesday,Atlantic,Atlantic BU,Fredericton,RTE-0025,General Waste,Healthcare,1,1,158,150,8,311.9,150.0,21.75,282.3,54.06,77.6,11639.83,3522.5,301.58,935.2,103.61,523.5,5386.39,8117.33,6253.44,53.72,23.48,24.08,36,0,0,None
RDK-0009299,2023-01-24,2023,1,Q1,Tuesday,Prairies,Prairies BU,Winnipeg,RTE-0086,Recycling,Retail,1,1,185,185,0,432.1,220.2,23.95,321.3,29.87,33.5,6198.27,585.82,413.87,862.12,142.96,422.65,2427.42,5612.45,3770.85,60.84,25.42,25.67,15,1,0,None
RDK-0009300,2023-04-12,2023,4,Q2,Wednesday,Prairies,Prairies BU,Regina,RTE-0074,General Waste,Industrial,1,1,162,161,1,287.5,155.3,21.02,300.5,52.75,55.56,8944.95,4312.55,278.64,730.73,84.68,204.93,5611.53,4632.4,3333.42,37.27,22.04,22.54,30,0,0,None
RDK-0009301,2024-04-24,2024,4,Q2,Wednesday,Ontario,GTA BU,Markham,RTE-0058,Recycling,Restaurant & Food Service,1,1,166,162,4,317.8,176.5,20.82,311.7,31.22,79.47,12873.75,937.96,347.9,785.02,83.24,532.28,2686.4,11935.79,10187.35,79.13,20.41,20.41,0,1,0,None
RDK-0009302,2024-03-07,2024,3,Q1,Thursday,Quebec,Quebec BU,Longueuil,RTE-0046,General Waste,Industrial,1,1,100,100,0,203.0,139.1,12.62,192.8,33.0,111.5,11150.47,2124.74,234.01,631.03,27.88,381.4,3399.06,9025.73,7751.41,69.52,12.78,12.78,0,1,0,None
RDK-0009303,2023-06-12,2023,6,Q2,Monday,Quebec,Quebec BU,Longueuil,RTE-0065,General Waste,Office & Commercial,1,1,161,161,0,383.7,202.0,28.97,333.9,59.71,41.93,6750.05,4636.29,326.96,1086.86,127.24,166.54,6343.89,2113.76,406.16,6.02,29.33,29.75,25,0,0,None
RDK-0009304,2022-11-30,2022,11,Q4,Wednesday,Prairies,Prairies BU,Regina,RTE-0019,Recycling,Retail,1,1,173,173,0,362.2,195.5,24.83,310.0,33.42,45.57,7882.75,774.8,355.36,1006.62,129.11,444.26,2710.15,7107.95,5172.6,65.62,24.02,24.25,14,1,0,None
RDK-0009305,2023-02-07,2023,2,Q1,Tuesday,Alberta,Calgary BU,Calgary SW,RTE-0067,General Waste,Hospitality,2,2,121,121,0,225.9,86.3,13.75,220.4,39.65,48.0,5808.05,3726.71,151.64,528.77,87.71,296.63,4791.46,2081.34,1016.59,17.5,13.61,13.61,0,1,0,None
RDK-0009306,2024-01-05,2024,1,Q1,Friday,Quebec,Quebec BU,Longueuil,RTE-0060,General Waste,Retail,1,1,101,101,0,217.9,124.0,11.39,187.2,32.42,71.48,7219.08,2774.89,201.38,337.03,71.05,210.71,3595.06,4444.19,3624.02,50.2,11.61,12.41,48,0,0,None
RDK-0009307,2023-12-22,2023,12,Q4,Friday,Alberta,Edmonton BU,St. Albert,RTE-0103,Recycling,Retail,1,1,141,135,6,290.6,162.8,17.96,229.4,21.66,50.21,6778.23,784.38,256.97,908.39,65.54,347.15,2362.43,5993.85,4415.8,65.15,18.26,19.08,49,0,0,None
RDK-0009308,2024-10-10,2024,10,Q4,Thursday,Quebec,Quebec BU,Longueuil,RTE-0093,Recycling,Retail,1,1,169,169,0,243.1,129.2,17.8,325.6,31.03,52.44,8862.42,927.23,205.4,891.76,75.88,440.04,2540.31,7935.19,6322.11,71.34,19.66,20.16,30,0,0,None
RDK-0009309,2023-04-10,2023,4,Q2,Monday,Atlantic,Atlantic BU,Halifax,RTE-0030,General Waste,Restaurant & Food Service,1,1,160,160,0,278.7,204.4,19.43,299.3,53.32,88.85,14216.47,5507.28,381.13,737.56,98.6,909.59,7634.16,8709.19,6582.31,46.3,20.57,20.59,1,1,0,None
RDK-0009310,2024-05-25,2024,5,Q2,Saturday,Atlantic,Atlantic BU,Halifax,RTE-0097,General Waste,Restaurant & Food Service,2,2,134,128,6,221.4,128.5,14.77,246.5,42.79,58.49,7486.65,3695.96,230.9,655.96,67.21,340.98,4991.01,3790.69,2495.64,33.33,14.02,14.02,0,1,0,None
RDK-0009311,2022-08-23,2022,8,Q3,Tuesday,Ontario,Central Ontario BU,Peterborough,RTE-0045,General Waste,Restaurant & Food Service,2,2,131,130,1,276.4,164.2,16.31,244.7,43.57,90.41,11753.8,3043.27,254.14,761.2,72.24,562.37,4693.22,8710.53,7060.58,60.07,17.7,18.42,43,0,0,None
RDK-0009312,2022-08-18,2022,8,Q3,Thursday,Prairies,Prairies BU,Regina,RTE-0072,General Waste,Restaurant & Food Service,1,1,122,119,3,216.3,126.4,14.62,226.1,38.9,76.57,9112.14,2346.43,201.87,620.26,60.71,212.11,3441.38,6765.71,5670.76,62.23,15.01,15.01,0,1,0,None
RDK-0009313,2022-07-30,2022,7,Q3,Saturday,BC,BC BU,Burnaby,RTE-0078,General Waste,Restaurant & Food Service,1,1,139,137,2,250.2,115.7,17.75,263.4,48.64,72.57,9942.53,4902.92,148.74,949.55,81.06,535.91,6618.18,5039.61,3324.35,33.44,17.47,17.47,0,1,0,None
RDK-0009314,2022-06-17,2022,6,Q2,Friday,Atlantic,Atlantic BU,Moncton,RTE-0113,Cardboard,Restaurant & Food Service,1,1,126,123,3,229.7,106.5,16.28,230.4,13.88,72.6,8930.31,401.99,196.94,821.97,77.55,494.09,1992.54,8528.32,6937.77,77.69,18.18,18.46,17,1,0,None
RDK-0009315,2023-12-28,2023,12,Q4,Thursday,Quebec,Quebec BU,Montreal,RTE-0015,Organics,Retail,1,1,133,127,6,309.7,160.9,17.2,224.8,56.58,53.46,6788.97,3338.1,260.63,732.14,69.06,259.78,4659.71,3450.87,2129.26,31.36,16.72,17.32,36,0,0,None
RDK-0009316,2022-08-02,2022,8,Q3,Tuesday,Quebec,Quebec BU,Longueuil,RTE-0093,Recycling,Retail,1,1,150,144,6,246.3,132.4,16.8,280.8,30.38,45.07,6490.71,865.91,223.73,573.31,97.38,270.76,2031.09,5624.8,4459.62,68.71,16.68,17.13,27,0,0,None
RDK-0009317,2023-06-28,2023,6,Q2,Wednesday,Prairies,Prairies BU,Winnipeg,RTE-0086,Recycling,Retail,1,1,170,170,0,254.2,157.8,15.95,341.2,32.55,53.88,9159.96,592.22,289.07,658.95,107.19,399.42,2046.85,8567.74,7113.11,77.65,16.95,16.95,0,1,0,None
RDK-0009318,2022-04-30,2022,4,Q2,Saturday,Quebec,Quebec BU,Montreal,RTE-0055,Recycling,Restaurant & Food Service,1,1,141,139,2,210.1,121.3,13.82,251.1,27.47,64.46,8960.1,876.64,211.04,726.84,95.67,471.86,2382.05,8083.46,6578.05,73.41,13.94,14.32,23,0,0,None
RDK-0009319,2023-04-24,2023,4,Q2,Monday,Quebec,Quebec BU,Montreal,RTE-0064,General Waste,Office & Commercial,2,2,177,173,4,361.2,230.0,19.16,328.3,60.77,40.78,7054.76,3610.68,423.75,827.17,118.55,361.48,5341.63,3444.08,1713.13,24.28,20.37,21.72,81,0,0,None
RDK-0009320,2024-01-22,2024,1,Q1,Monday,Alberta,Calgary BU,Calgary SW,RTE-0118,General Waste,Industrial,2,2,148,147,1,231.0,121.9,17.2,261.4,48.83,53.33,7839.03,3365.21,200.41,715.45,69.2,314.76,4665.03,4473.82,3174.0,40.49,18.19,18.27,5,1,0,None
RDK-0009321,2024-05-25,2024,5,Q2,Saturday,Ontario,Central Ontario BU,Peterborough,RTE-0045,General Waste,Restaurant & Food Service,1,1,139,139,0,287.5,169.9,17.91,292.0,56.61,86.53,12027.76,5101.98,288.13,780.47,90.7,614.66,6875.94,6925.78,5151.82,42.83,18.13,19.21,65,0,0,None
RDK-0009322,2022-05-03,2022,5,Q2,Tuesday,Atlantic,Atlantic BU,Fredericton,RTE-0035,General Waste,Office & Commercial,1,1,154,154,0,275.6,122.5,20.51,283.5,50.95,31.03,4777.87,3801.88,198.31,895.26,80.8,267.25,5243.5,975.99,-465.63,-9.75,21.32,21.47,9,1,0,None
RDK-0009323,2024-05-22,2024,5,Q2,Wednesday,Atlantic,Atlantic BU,Moncton,RTE-0038,Recycling,Restaurant & Food Service,1,1,143,137,6,224.0,138.2,18.71,279.3,29.7,95.46,13078.47,893.41,265.7,917.17,72.6,604.09,2752.97,12185.06,10325.5,78.95,19.38,19.38,0,1,0,None
RDK-0009324,2023-03-31,2023,3,Q1,Friday,Prairies,Prairies BU,Regina,RTE-0062,General Waste,Office & Commercial,1,1,138,135,3,172.1,113.3,17.5,241.9,43.78,41.2,5562.35,3866.92,164.83,869.59,41.98,175.8,5119.12,1695.43,443.23,7.97,17.94,17.94,0,1,0,None
RDK-0009325,2024-07-10,2024,7,Q3,Wednesday,BC,BC BU,Surrey,RTE-0021,General Waste,Office & Commercial,1,1,100,100,0,217.4,135.5,13.11,208.4,36.93,73.98,7397.64,2564.69,243.41,570.28,69.27,184.56,3632.21,4832.95,3765.43,50.9,13.32,14.2,53,0,0,None
RDK-0009326,2024-05-30,2024,5,Q2,Thursday,Quebec,Quebec BU,Longueuil,RTE-0115,General Waste,Industrial,1,1,170,168,2,269.9,126.0,19.28,343.3,63.63,96.44,16201.85,4977.74,192.18,597.37,113.25,248.22,6128.76,11224.11,10073.09,62.17,18.98,19.45,28,0,0,None
